"","council","lat","long","artist","title","location","year","url","img","yearrange","historic"
"293","Dublin City Council",53.342086,-6.307855,"Georgina Smyth","Glorious Greenery","Junction of South Circular Rd and Old Kilmainham, Dublin 8.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/georgina-smyth","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2d9f1d86f41721b6220771_Glorious%20Greenery%20by%20Georgina%20Smyth%20(11).jpg","2016 - 2020",1
"294","Dublin City Council",53.339458,-6.321135,"Maria Castillo","I'll be the wings that keep your heart in the clouds","Junction of Tyrconnell Rd (Outside Village Inn Pub), Inchicore, Dublin 12.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/maria-castillo-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2dadb28c2b176135c4bfc5_WI7F8A~1.JPG","2016 - 2021",1
"295","South Dublin County Council",53.356077,-6.370479,"Rachel Maher","Leave it in the Past","Kennelsfort Road Lower, Chapelizod bypass, Palmerstown, Dublin 22",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rachel-maher","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e274cb28e5e9e22ed2794f9_Leave%20it%20in%20the%20Past%20by%20Rachel%20Maher%20.jpg","2018",0
"296","Dublin City Council",53.338074,-6.269251,"Nikki Kelly","Dracula","Kevin Street/New Bride Street. Dublin 2",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/nikki-kelly","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e28aff12ed18d56d5ade4ef_Dracula%20by%20Bram%20Stoker%20by%20Nikki%20Kelly%202.jpg","2019",0
"297","Dublin City Council",53.384776,-6.142931,"Tim Dalton","Octopus in a Sardine Can","Kilbarack Road Lower, Howth Road, Dublin 3",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tim-dalton","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f24e2403a14aa777cb3ee_Octopus%20in%20a%20Sardine%20Can%20by%20Tim%20Dalton%20-%202017%20-%205.jpg","2017 - 2021",1
"298","Dublin City Council",53.384825,-6.143067,"Rose Fairest","You Are Loved","Kilbarack Road Lower, Howth Road, Dublin 3",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/rose-fairest","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/617017ba1d114e9a32528e4a_You%20Are%20Loved%20by%20Rose%20Fairest%20(2).jpg","2021",0
"299","Dublin City Council",53.257135,-6.128061,"Vinicius Bustamante","Jellyfish on Parade","Kilbarrack Road - Railway Bridge - Dublin 5",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/vinicius-bustamante-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e20b3000cb6eec58d2d554b_Jellyfish%20Parade%20by%20Vini%20Bustamante%202.jpg","2019",0
"300","Dublin City Council",53.389132,-6.152496,"Stephen Douglas","Bimbos Burgers","Kilbarrack Road, Thornville Road, Dublin 3",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/stephen-douglas","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61701b25307ccec8b23f437a_%E2%80%98Bimbo%27s%20Burgers%E2%80%99%20by%20Stephen%20Douglas%20(6).jpg","2021",0
"301","Dublin City Council",53.324829,-6.302015,"Aoife Cusack","Gnomes and Wheelies","Kildare Road, Bangor Road, Dublin 12",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aoife-cusack","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f6a86f3f22a707226ed80_Gnomes%20and%20Wheelies%20by%20Aoife%20Cusack.jpg","2018",0
"302","Dun Laoghaire Rathdown County Council",53.280898,-6.158287,"Johannah Lordan","Change and Growth'","Kill Lane/Abbey Road, Kill of the Grange, Blackrock, Dublin",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/johannah-lordan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2db4ae5b8bed8d10b1fcc8_Change%20and%20Growth%20by%20Johannah%20Lordan.jpg","2018",0
"303","Dun Laoghaire Rathdown County Council",53.278599,-6.16341,"Aoife Kennedy","Wild Garden","Kill lane/Clonkeen Road, Deansgrange, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/aoife-kennedy","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f92deec4a9b109edb98ccc3_Wild%20Garden%20by%20Aoife%20Kennedy%20-%20DLR%20-%202020%20(2).jpg","2020",0
"304","Dublin City Council",53.340532,-6.307669,"Lysette Golden","Prince Bowie","Kilmainham Village, South Circular Road, Dublin 8",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/lysette-golden","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3458ef59899db7a243adda_Prince%20Bowie%20by%20Lysette%20Golden%202017%201.jpg","2017 - 2020",1
"305","Dublin City Council",53.386923,-6.21508,"Niamh Kenny","Proud as a Peacock","Kilmore Road, Ardlea Road, Artane, Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/niamh-kenny","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6170041da5f8661ca3cd55c3_Proud%20as%20a%20Peacock%20by%20Niamh%20Kenny%20(6).jpg","2021",0
"306","Dublin City Council",53.386936,-6.215027,"Sinead Downes","Strength of the Peacock","Kilmore Road, Ardlea Road, Artane, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sinead-downes","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e303e7f8353baaa22624395_Strength%20of%20the%20Peacock%20by%20Sinead%20Downes%20(3).jpg","2018 - 2021",1
"307","Dublin City Council",53.3842,-6.215751,"Susan Crossan","Jinny Joe Junctio","Kilmore Road, Ardlea Road, Beaumount, Dublin 5",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/susan-crossan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ed753b9c5055bbfa0a602_Jinny%20Joe%20Junction%20by%20Susan%20Crossan%20%26%20Ellie%20Greene%20%E2%80%93%20DCC%20-%202020%20(2).jpg","2020",0
"308","Dublin City Council",53.3842,-6.215751,"Debra Farrell","Urban Fox","Kilmore Road, Artane Castle, Dublin 5",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/debra-farrell","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e289d9ea3c9cb40d02b2ad0_Urban%20Fox%20by%20Debra%20Farrell%202.jpg","2019",0
"309","Dublin City Council",53.383087,-6.213163,"Shane Murray","Banna Ceol Ard Aidhin","Kilmore Road, Artane, Dublin 5",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shane-murray","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f2bea837fa7bb85a01ee2_Banna%20Ceol%20Ard%20Aidhin%20by%20Shane%20Murray%20(1).jpg","2018",0
"310","Dublin City Council",53.31215,-6.29953,"Bob Gray","Squirrel in a top hat","Kimmage Road West - Terenure Road West, Dublin 6",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/bob-gray","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e234c41945b29b06f56e7d2_Squirrel%20in%20a%20top%20hat%20by%20Ruby%2C%20Levi%20%26%20Bob%20Gray.jpg","2019",0
"311","Dublin City Council",53.343051,-6.349023,"Shane Ha","Disco Tree","Kylemore Road, Ballyfermot Road, Dublin 12.",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shane-ha","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e25c131dbdfb69a83861bb8_Disco%20Tree%20by%20Shane%20Ha%20-%202017%20-%206.jpg","2017",0
"312","Dublin City Council",53.343051,-6.349023,"Anne Marie McGrane","No Strength Without Unity","Kylemore Road, Ballyfermot Road, Dublin 12.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/anne-marie-mcgrane-6","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f98694e1f8941de7c45200f_%E2%80%98No%20Strength%20Without%20Unity%E2%80%99%20by%20Anne%20Marie%20McCrane%20-%20DLR%20-%202020%20(3).jpg","2020",0
"313","Dublin City Council",53.341528,-6.348697,"Anne Marie Mc Grane","Come out into the Light","Kylemore Road, Ballyfermot Road, Dublin 12.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/anne-marie-mc-grane","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616c60b2faef593629f00245_Come%20in%20the%20Light%20by%20Anne%20Marie%20McGrane%20(5).jpg","2021",0
"314","Fingal County Council",53.360701,-6.446429,"Maureen Kelly Fox","Strawberry Fields Foreverâ€","Laraghcon Road , Lucan, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/maureen-kelly-fox-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f946584182961d731f18192_Strawberry%20Yields%20Forever%20by%20Maureen%20Kelly%20Fox%20%E2%80%93%20DCC%20-%202020%20(1).jpg","2020",0
"315","Dun Laoghaire Rathdown County Council",53.298861,-6.233796,"Sinead Tyner","Goat to the top of the mountain","Larchfield Road, Goatstown Road, Goatstown, Dublin 14.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sinead-tyner-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61684001a5e59248913174da_Goat%20to%20the%20top%20of%20the%20Mountain%20by%20Sinead%20Tyner%20(2).jpg","2021",0
"316","Dublin City Council",53.337718,-6.353995,"Karl Merry","Californian Hills","Le Fanu Road, Kylemore Road, Ballyfermot, Dublin 12.",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/karl-merry","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e32fefc7063a3ff10fd70b3_California%20Hills%20by%20Karl%20Merry%202017%202.jpg","2017",0
"317","Dublin City Council",53.334441,-6.255273,"Mayu Sejima","Georgian Door","Leeson Street Upper, Dartmouth Rd, Dublin 6",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/mayu-sejima","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e30401865dcff2d74ebb06a_Georgian%20Door%20by%20Mayu%20Sejima%201.jpg","2018",0
"318","Dublin City Council",53.33614,-6.257279,"Alessandra Ravida","Everything has Changed'","Leeson Street, Dublin 2",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/alessandra-ravid-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e3192b8b76b835ae03458a1_Everything%20has%20changed.%20Nothing%20has%20changed%20by%20Alessandra%20Ravid%C3%A1%202017%204.jpg","2017",0
"319","Dublin City Council",53.332563,-6.253278,"Niamh Mc Cabe","Life is but a Dream......","Leeson Street/Fitzwilliam Place, Dublin 2",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/niamh-mc-cabe","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e29f72ea83247aa4889d3f4_Life%20is%20but%20a%20dream%2C%20so%20dream%20on%20by%20Niamh%20McCabe.jpg","2019",0
"320","Dublin City Council",53.332563,-6.253278,"Ruth Campo","Growing","Leeson Street/Fitzwilliam Place, Dublin 2.",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ruth-campo","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e55356cd93d9955644ff428_You%27re%20Growing%20on%20Me%20by%20Ruth%20Campo%20(2).jpg","2016 - 2018",1
"321","Dublin City Council",53.332203,-6.275297,"Cathal McCoy","Neapolitan Nostalgia","Leonards Corner, Portobello, Dublin 8",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cathal-mccoy","","2017",0
"322","South Dublin County Council",53.304441,-6.333567,"Shauna O Reilly","Wildflowers","Limekiln Road St James Road, Templeogue, Dublin",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shauna-oreilly","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9708dda9e8d641a04a4540_%E2%80%98Wildflowers%E2%80%99%20by%20Shauna%20O%20Reilly%20%E2%80%93%20SDCC%20-%202020%20(4).jpg","2020",0
"323","Dublin City Council",53.341908,-6.252292,"Juliana Cristina","Lemonoyce","Lincoln Place, Dublin 2",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliana-cristina","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e28adfa27bdd53a8a9061b1_Lemonoyce%20by%20Juliana%20Cristina%20and%20Monique%20Mika.jpg","2019",0
"324","Dublin City Council",53.34207,-6.250824,"Beatrice Bencivenni","There should be","Lincoln Place/Westland Row, Dublin 2",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/beatrice-bencivenni","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2c7792d2e06718cca7b4ef_There%20Should%20Be%20%E2%80%A6%E2%80%A6%E2%80%A6by%20Beatrice%20Bencivenni%20(5).jpg","2016",0
"325","Dublin City Council",53.34667,-6.247711,"Juliette Viode","Hip Hip & Away","Lombard Street, Dublin 2.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-viode-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e1f08fbff2a7e0ac78e6575_Hip%20Hip%20Away%20by%20Juliette%20Viod%C3%A9%20-%20Velo%20City%20-%202019%202.jpg","2019",0
"326","Dublin City Council",53.344168,-6.276179,"Stephen Doyle","Claddagh Doll","Lower Bridge Street Upper/Cook Street, Dublin 8",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/stephen-doyle","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2f23ebaeda8744cdfde7fe_Claddagh%20Doll%20by%20Stephen%20Doyle%20-%202016%20-%203.jpg","2017",0
"327","Dun Laoghaire Rathdown County Council",53.290768,-6.245212,"Laura Steerman","Fa¡ilte go Dundrum","Lower Main Street, Dundrum, Dublin 14.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/laura-steerman","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/6168348fe99d9f1a5d6ec0e1_F%C3%A1ilte%20go..Dundrum%20by%20Laura%20Steerman%20(1).jpg","2021",0
"328","Sandyford Business Improvement District",53.277383,-6.204863,"Claire Schorman","Wash Your Hands!","Luas Sandyford Park & Ride, Blackthorn Ave, Sandyford, Dublin 18",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/claire-schorman-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5fa128b4bca94f6771f0107a_Wash%20your%20hands!%E2%80%99%20by%20Claire%20Schorman%20%E2%80%93%20DLR%20-%202020%20(3).jpg","2020",0
"329","South Dublin County Council",53.356261,-6.451267,"Olan Song","Duck, Duck Goose","Lucan Main Street/Lexlip Road, Lucan, Dublin.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/olan-song","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616ab41499b8122bf3005efa_Duck%20Duck%20Goose%20by%20Olan%20Song%20(2).jpg","2021",0
"330","South Dublin County Council",53.359991,-6.438396,"Triona Walsh","School Days","Lucan Road/ Chapel Hill, Lucan, Dublin.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/triona-walsh-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e20b9e9ee92dd4bcf9bcf07_School%20Days%20by%20Triona%20Walsh.jpg","2018",0
"331","Fingal County Council",53.524918,-6.163665,"Marie Gordan","Say Hey","Lusk Main Street, Lusk, County Dublin.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/marie-gordan","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e25b63fdbdfb60ec085b786_Say%20Hey%20by%20Marie%20Gordan%202.jpg","2018",0
"332","South Dublin County Council",53.289448,-6.343147,"Paati Matsushita","Be-leaf in yourself","Main Road - Castle Tymon - Entrance to Park",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/paati-matsushita","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e273a21fe29f0fcc335c4fe_Be-leaf%20in%20yourself%20-%20Quali-tea%20time%20by%20Pati%20Matsushita.jpg","2019",0
"333","South Dublin County Council",53.289448,-6.343147,"Paati Matsushita","Quali-tea time","Main Road - Castle Tymon - Entrance to Park",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/paati-matsushita-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e273a21fe29f0fcc335c4fe_Be-leaf%20in%20yourself%20-%20Quali-tea%20time%20by%20Pati%20Matsushita.jpg","2019",0
"334","Fingal County Council",53.521877,-6.091228,"John Fitzsimons","Luke Kelly","Main St/Skerries Rd, Rush, North County Dublin.",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/john-fitzsimons","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e25b54a5cbbd6b64629df21_Luke%20Kelly%20by%20John%20Fitzsimons%202.jpg","2018",0
"335","Fingal County Council",53.398965,-6.127394,"Leighann McElroy","Forever young","Main Street, Baldoyle, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/leighann-mcelroy","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f945966ce23b40d01f0a4c1_Forever%20Young%20by%20Leighann%20McElroy%20-%20DCC%20-%202020%20(3).jpg","2020",0
"336","Dublin City Council",53.348307,-6.342714,"Debbie Chapman","Deer Spotting","Main Street, Chapelizod, Dublin 20",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/debbie-chapman","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e24be53945b29fd18620331_Deer%20Spotting%20by%20Debbie%20Chapman%20%20(5).jpg","2016 - 2021",1
"337","Dublin City Council",53.387456,-6.201193,"Macker & J.M.Harpur","Dog Box","Main Street, Coolock Village, Dublin 5",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/macker-j-m-harpur","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e34436859899dcfc142e1ab_%27Dog%20Box%27%20by%20Macker%20%26%20J%20(9).jpg","2017 - 2020",1
"338","Dublin City Council",53.387456,-6.201193,"Abbie Wood","Free Spirits","Main Street, Coolock Village, Dublin 5. â",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/abbie-wood","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9860eee256a68a81802b65_IMG_2474-Edit-Edit.jpg","2020",0
"339","Dun Laoghaire Rathdown County Council",53.289141,-6.243365,"Juliette O'Brien","Sunny Cafe","Main Street, Dundrum, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-obrien-7","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9303e378fe2a1e9908e02f_Sunny%20Caf%C3%A9%20by%20Juliette%20O%E2%80%99Brien%20%E2%80%93%20DLR%20-%202020%204.jpg","2020",0
"340","Dublin City Council",53.386762,-6.201167,"J.M Harper","Joyce Box","Malahide Road, Coolock Village, Dublin 5",2016,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/j-m-harper","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2da22112d93578d6efa314_Joyce%20Box%20by%20J.M%20Harpur%20(3).jpg","2016",0
"341","Dublin City Council",53.379919,-6.210415,"Conor Breen","Lookout","Malahide Road/Kilmore, Road, Artane, Dublin 9",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/conor-breen","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e31bc5d8eae9f503e07c291_Lookout%20by%20Conor%20Breen%202017%201.jpg","2017",0
"342","Fingal County Council",53.578953,-6.105149,"Mark Dooley","Na Sceiri","Manning's Opening, Townparks, Skerries, Dublin.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/mark-dooley","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9460173bcbdc276c57c238_Na%20Sceiri%E2%80%99%20by%20Mark%20Dooley%20%E2%80%93%20Fingal%20-%202020%20(5).jpg","2020",0
"343","Dublin City Council",53.352899,-6.248697,"Juliette O'Brien","The Selkie of Dublin Bayâ€","Amiens Street/Buckingham Street, Dublin 1.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-obrien-9","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ab38d50eaeac627bda7f6_The%20Selkie%20of%20Dublin%20Bay%20by%20Juliette%20O%E2%80%99Brien%20-%20DCC%20-%202020%20(4).jpg","2020",0
"344","Dublin City Council",53.352899,-6.248697,"Juliette O'Brien","The Selkie of Dublin Bayâ€","Amiens Street/Buckingham Street, Dublin 1.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-obrien-9","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9ab38d50eaeac627bda7f6_The%20Selkie%20of%20Dublin%20Bay%20by%20Juliette%20O%E2%80%99Brien%20-%20DCC%20-%202020%20(4).jpg","2020",0
"345","Dublin City Council",53.35294,-6.268381,"Pawel Jasinski","Lady on Bike","Dominick Street/Dorset Street, Dublin 1",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/pawel-jasinski-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2a13e7096239537a3a866b_Lady%20on%20Fruit%20Bike%20by%20Pawel%20Jasinski.jpg","2018",0
"346","Dublin City Council",53.340359,-6.284636,"Tracey O Callaghan","A Click of Mice","Marrowbowlane, Dublin 8",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/tracey-o-callaghan-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e20bab8f5306141493514c8_A%20Click%20Of%20Mice%20by%20Tracey%20O_Callaghan.jpg","2018",0
"347","Dublin City Council",53.353023,-6.256078,"Holly Pereira","Gerrourra' da Garden","Sean Mac Dermot Place - Gardiner Street - Dublin 1",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/holly-pereira-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e275154db51f66b26d512b7_Gerrourra%27%20da%20Garden%20by%20Holly%20Pereira%202.jpg","2019",0
"348","Dublin City Council",53.353048,-6.256072,"Emmalene Blake","Kelly Harrington","Summer Street North/North Circular Road, Dublin 3",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/emmalene-blake-5","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2220e99e6c49097c7e4d00_%E2%80%98Kelly%20Harrington%E2%80%99%20by%20Emmalene%20Blake.jpg","2019",0
"349","Dublin City Council",53.353054,-6.255919,"Sarah Bracken","McGregor","Sean Mac Dermot Street, Gardiner Street, Dublin 1.",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/sarah-bracken-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e37071cc623303e921c3526_Out%20of%20the%20Ring%20into%20the%20Jungle%20by%20Sarah%20Bracken%202017%201.jpg","2017 - 2019",1
"350","Dublin City Council",53.354212,-6.266993,"Juliette Viode","Country Cat","Dorset Street Upper/Granby Road/Dublin 5",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-viode-9","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616db206c9584de5923baafb_Cats%20by%20Juliette%20Viode%20(8).jpg","2021",0
"351","Dublin City Council",53.354212,-6.266993,"Juliette Viode","Street Cat","Dorset Street Upper/Granby Road/Dublin 5 Unit 1",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/juliette-viode-8","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/616db6fe8e1738ac7df32595_Cats%20by%20Juliette%20Viode%20(3).jpg","2021",0
"352","Dublin City Council",53.336203,-6.268976,"Cathal McCoy","Low Revolution","Meath Street Hospital Entrance, Heytesbury Street, Portobello, Dublin 8.",2019,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/cathal-mccoy-3","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e53f58bba84b40ba6b4fdd2_Low%20Revolution%20by%20Cathal%20McCoy%203.jpg","2019-2019 (Badly vandalsied - reverted back to grey)",1
"353","Dublin City Council",53.339884,-6.278068,"Garreth Joyce","Happy Horse","Meath Street, The Coombe (Foleys Chemist)",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/gareth-joyce","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e24b45a945b296db061a69f_Happy%20Horse%20Safety%20Matches%20by%20Garreth%20Joyce%20-%202017%20-%201.jpg","2017",0
"354","Dublin City Council",53.338685,-6.279458,"Chiara Tallarini","Penny Apples","Meath Street/The Coombe, The Liberties, Dublin 8",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/chiara-tallarini","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5eb29aedd67eb7b823734853_Penny%20Apples%20by%20Chiara%20Tallarini%20(24).jpg","2017 - 2020",1
"355","Dublin City Council",53.338685,-6.279458,"Vinicius Bustamante","Good Morning","Cork Street/Ardee Street, Dublin 8.",2020,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/vini-bustamante","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5f9eded0e3ecc64a582673e1_Good%20Morning%E2%80%99%20by%20Vini%20Bustamante%20%E2%80%93%20DCC%20-%202020%20(4).jpg","2020 - 2020",1
"356","Dublin City Council",53.389847,-6.305931,"Artur Labuz","Lovin Finglas","Mellowes Road, Finglas, Dublin 11",2015,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/artur-labuz-2","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e221a5aa08af6ac39b4127d_Lovin%20Finglas%20by%20Artur%20Labuz%202.jpg","2015 - 2021",1
"357","Dublin City Council",53.389847,-6.305931,"Jess Downey","Test Card","Mellowes Road, Finglas, Dublin 11",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jess-downey","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/617142148d4727ff08327d01_Test%20Card%20by%20Jess%20Downey%202.jpg","2021",0
"358","Dublin City Council",53.39008,-6.311429,"Jennifer Harrington","The Dublin Tarot","Mellowes Road/Cardiffsbridge Road, Finglas, Dublin 11.",2021,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/jennifer-harrington","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/61713f267b65898533c1473b_The%20Dublin%20Tarot%20by%20Jennifer%20Harrington%20(20).jpg","2021",0
"359","Fingal County Council",53.40423,-6.301972,"Shane Ha","Ice Cream Sunset","Melville St Margaret's Road, Charlestown, Dublin 11",2018,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/shane-ha-4","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e25c342040a694d9b093f54_Ice%20Cream%20Sunset%20by%20Shane%20Ha%20%20(6).jpg","2018",0
"360","Dublin City Council",53.341917,-6.316659,"Ciara Johnson","Great Irish Elk","Memorial Road, Inchicore Road, Dublin 8",2017,"https://www.dublincanvas.com/dublin-canvas-artist-profiles/ciara-johnson","https://uploads-ssl.webflow.com/5e1339e448d7ea368be9a41f/5e2a17b43fa1326be3e0e149_Great%20Irish%20Elk%20by%20%20Ciara%20Johnson%20-%202017%20-%202.jpg","2017",0
